battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1893,yes,0.5,yes,1,no,23,0.1,179,,3,1203,1432,1482,15,7,17,no,yes,no,2
1076,no,2.5,no,3,no,14,0.2,105,five,4,545,1300,2043,7,5,14,no,no,no,1
530,yes,2.6,no,1,no,40,0.9,118,six,2,818,1090,1229,16,11,2,no,yes,no,0
1044,yes,2.8,yes,7,no,33,0.6,129,four,13,42,1262,1816,17,16,15,yes,no,yes,1
1330,no,1.1,no,11,no,37,0.7,126,seven,20,1103,1637,2166,10,1,4,yes,no,no,2
1836,no,1.1,yes,0,no,14,0.7,104,five,1,168,1068,2469,18,6,7,yes,yes,yes,2
1741,yes,0.5,no,1,yes,55,0.1,140,five,3,719,755,2575,13,10,7,yes,yes,yes,2
1869,no,2.6,no,0,yes,30,0.4,152,one,13,163,874,1375,15,3,19,yes,no,no,1
1331,no,0.5,no,8,no,55,0.9,146,three,15,1162,1531,1732,6,2,11,yes,no,yes,1
1655,yes,0.5,yes,6,yes,4,0.1,105,three,12,626,1348,673,10,3,12,yes,no,no,0
605,no,1.5,no,9,yes,18,0.9,162,two,14,329,656,2301,15,9,8,yes,no,no,1
1245,yes,0.6,no,2,no,30,0.7,105,five,3,330,1434,2676,17,8,7,yes,no,no,2
1709,yes,0.8,no,8,yes,58,0.8,136,two,10,956,1292,1781,18,3,17,yes,no,no,2
846,yes,2.6,no,0,yes,58,0.1,123,four,15,1140,1983,2248,16,8,13,yes,no,no,2
1403,yes,2.5,yes,3,no,62,0.9,90,four,13,217,1623,921,14,13,18,yes,no,no,0
688,yes,1.5,no,0,no,2,1,89,three,2,271,869,391,5,2,8,yes,yes,yes,0
775,yes,2.5,yes,1,yes,10,0.1,185,seven,14,444,1555,1719,19,3,18,yes,yes,yes,1
1154,no,2,no,6,yes,35,0.8,159,five,16,1003,1827,3262,16,15,16,yes,no,no,3
1375,no,0.5,yes,2,yes,35,0.1,194,two,3,227,772,1947,15,13,15,yes,yes,yes,1
1827,yes,0.8,no,4,no,61,0.9,130,seven,9,253,1764,2693,8,3,7,no,yes,yes,3
1697,no,0.5,no,0,yes,60,0.1,90,four,0,88,1046,441,15,1,11,yes,yes,no,0
741,no,1.5,no,1,no,14,0.3,178,five,13,334,594,1886,19,11,9,yes,yes,yes,0
1672,yes,0.5,yes,13,yes,32,0.7,174,one,20,1281,1896,1267,17,4,20,yes,yes,no,1
514,yes,0.7,no,4,no,57,0.1,186,three,7,168,1320,687,6,0,20,yes,yes,yes,0
1375,yes,1.3,yes,2,no,12,0.1,105,one,13,898,1687,2890,17,1,12,no,no,no,3
989,yes,1.8,yes,4,yes,55,0.7,124,one,12,46,1069,1737,8,5,10,yes,no,yes,1
1510,yes,2.5,yes,11,no,47,0.7,138,two,13,118,1170,887,18,6,5,no,no,no,0
1266,no,2.6,no,1,no,18,0.4,86,seven,2,1187,1595,398,16,8,3,yes,yes,yes,0
1396,no,2.4,yes,0,no,46,0.1,138,seven,1,1191,1347,2389,7,3,15,no,no,yes,2
808,no,2.3,no,3,no,45,0.8,161,one,9,526,1324,3431,15,6,13,no,yes,yes,3
1542,no,2.3,no,1,no,43,0.8,182,two,11,346,966,3601,14,4,16,no,no,no,3
745,yes,0.6,yes,5,no,35,0.8,102,,10,89,1538,2459,14,1,16,yes,yes,no,1
1735,yes,1.9,yes,0,yes,59,0.7,148,six,0,137,846,3230,6,1,9,yes,yes,no,3
586,no,0.5,yes,1,no,57,0.3,188,two,5,1226,1389,3646,15,4,11,yes,yes,yes,3
1341,yes,2.1,yes,0,no,36,0.4,107,,1,473,574,2200,18,14,15,no,yes,no,1
781,yes,1.3,yes,1,no,64,0.2,88,two,7,368,607,3862,17,10,9,no,no,no,3
501,yes,0.5,yes,14,no,22,0.5,174,six,20,239,1636,3077,17,3,17,no,no,no,2
1224,yes,1.8,yes,2,yes,44,0.2,139,two,9,622,709,621,11,4,14,yes,yes,yes,0
1970,no,1.6,yes,11,yes,58,0.3,80,,19,654,882,2372,14,12,2,yes,yes,no,2
618,yes,2.2,yes,0,yes,63,0.9,138,two,1,853,1781,2574,14,3,5,yes,yes,no,2
1537,no,2.9,no,11,yes,46,0.8,158,four,17,686,1305,2857,17,14,2,yes,yes,yes,3
1018,no,2.2,no,8,no,16,0.6,153,,10,992,1433,3143,17,12,20,no,yes,no,3
1545,no,1.3,yes,15,yes,35,0.1,173,five,20,115,1352,3197,14,9,6,yes,no,yes,3
1871,no,2.1,no,4,yes,41,0.4,144,,5,275,1966,2727,15,8,11,yes,no,no,3
1729,yes,2.1,yes,1,no,12,0.9,186,one,6,461,1178,1519,9,4,5,yes,no,yes,1
680,yes,2.1,yes,9,yes,9,0.1,131,three,11,1428,1500,2438,14,2,17,yes,no,no,2
1106,yes,1.9,no,4,no,54,0.7,107,three,9,614,1212,2674,9,3,9,yes,no,yes,2
635,yes,0.6,yes,1,yes,50,0.3,97,five,13,193,989,2107,13,12,12,yes,no,no,1
618,no,0.6,no,8,no,16,0.2,143,one,14,1105,1602,2262,16,15,4,no,yes,no,2
1671,no,0.5,yes,13,no,5,0.9,179,,18,398,1263,815,16,6,10,yes,yes,yes,0
1562,yes,1.2,yes,0,yes,52,0.1,105,seven,9,480,728,2829,13,10,3,yes,yes,yes,2
1975,yes,1.9,yes,2,no,31,0.9,151,one,17,775,1607,3022,13,5,19,no,no,yes,3
831,yes,0.7,no,2,yes,62,0.7,134,,9,1482,1490,2573,16,12,18,yes,no,yes,2
1524,yes,1.8,yes,0,no,10,0.6,174,four,1,154,550,2678,16,5,13,yes,no,yes,2
1528,yes,1.8,yes,3,yes,55,0.8,129,five,6,454,1762,1282,11,9,11,yes,yes,yes,1
1447,yes,2.5,yes,2,no,9,0.2,155,,16,737,1455,568,12,11,8,no,no,no,0
1344,no,1.5,no,1,no,14,0.5,190,one,3,419,556,2074,8,1,5,yes,yes,no,1
564,no,3,yes,1,no,8,0.7,130,two,3,853,1737,2227,9,2,14,yes,no,yes,1
921,no,0.6,yes,1,no,60,0.1,83,two,3,1211,1229,1080,10,0,6,no,no,yes,0
1413,yes,1.7,no,2,no,10,0.2,200,six,6,314,1606,2867,5,4,15,no,yes,no,2
831,no,2.4,no,10,no,55,0.5,86,six,12,172,1239,1075,12,11,3,yes,yes,no,0
802,no,0.5,yes,3,no,43,0.6,153,five,6,527,734,3063,17,13,4,no,yes,no,2
1923,no,1.3,no,3,no,24,1,86,four,4,874,1264,2479,9,2,15,yes,yes,no,2
1193,yes,3,no,10,no,56,0.4,196,three,17,674,864,2394,19,11,14,yes,yes,no,2
904,yes,1.2,yes,10,yes,31,0.8,112,three,11,657,1014,2814,13,3,19,yes,no,no,2
1285,no,2.4,no,1,yes,51,1,140,seven,2,475,500,2094,8,0,10,yes,no,no,1
1635,no,2.6,yes,0,yes,2,0.6,182,four,0,1209,1411,2315,10,1,2,yes,yes,no,2
1923,no,1,yes,5,yes,14,0.9,154,four,6,15,525,2519,13,0,16,yes,no,yes,2
1851,yes,1.9,yes,3,yes,12,0.9,198,six,11,293,1967,735,7,6,14,yes,no,yes,0
727,yes,1.5,no,0,yes,32,1,131,seven,1,813,1377,1891,19,13,7,yes,no,yes,1
1396,no,1.5,yes,0,yes,44,0.1,118,six,1,173,1843,1386,7,1,8,yes,yes,yes,1
877,no,1.3,yes,9,yes,46,0.8,135,one,14,457,652,3260,14,12,6,yes,no,no,2
696,yes,2.4,no,11,yes,35,0.2,103,three,13,533,797,2022,14,11,4,yes,no,yes,1
1009,yes,1,yes,2,no,2,0.6,102,,14,912,1043,1716,7,5,15,no,no,no,1
1526,no,1.1,yes,2,yes,38,0.3,116,five,6,798,1418,3317,7,1,8,yes,yes,yes,3
987,no,2,yes,1,no,20,0.8,192,seven,3,412,565,1454,11,3,8,yes,yes,no,0
1414,yes,2.2,yes,0,yes,49,0.5,101,four,1,130,887,2290,13,0,12,yes,yes,no,1
1732,no,0.8,no,2,no,61,0.3,172,five,3,201,656,3940,17,11,20,no,yes,yes,3
1587,yes,0.5,no,0,no,50,0.9,148,,15,299,874,461,17,4,4,yes,no,yes,0
1097,no,0.8,no,10,yes,21,0.1,160,seven,15,1277,1352,2219,15,6,12,yes,no,yes,2
504,no,2.8,yes,0,no,40,0.5,178,three,0,626,1195,470,6,0,16,yes,no,no,0
1159,no,2.7,no,13,yes,28,0.2,80,,18,378,751,2495,10,0,9,yes,yes,yes,2
1910,no,1.4,no,0,no,29,0.6,146,seven,2,333,639,2944,8,7,2,yes,yes,yes,2
865,no,1.2,yes,8,no,59,0.1,159,three,9,805,1804,2361,16,11,19,yes,no,yes,2
1930,yes,2,no,11,no,16,0.8,186,,12,1901,1920,1783,17,3,13,no,no,yes,2
860,yes,1.3,yes,8,yes,40,0.7,170,three,13,1573,1581,2832,13,7,20,yes,yes,yes,2
1268,yes,2.9,no,9,yes,42,0.9,182,six,17,360,912,931,11,5,20,yes,yes,no,0
999,yes,1.8,yes,0,yes,27,0.1,167,four,1,20,745,1344,17,10,5,yes,no,no,0
622,no,0.7,no,0,yes,9,0.3,127,two,0,98,511,3916,13,1,5,yes,no,yes,2
1250,yes,1.4,no,8,no,44,0.2,182,seven,20,703,1011,1882,14,1,14,no,no,no,1
763,yes,0.5,no,9,yes,51,0.3,104,five,12,273,1278,2865,11,6,9,yes,yes,yes,2
1100,yes,1.6,no,12,no,15,0.1,112,,14,919,1344,757,12,2,16,yes,yes,yes,0
815,no,2,yes,4,no,51,0.3,85,six,12,982,1291,3469,5,4,6,yes,no,yes,3
618,yes,0.5,yes,2,yes,57,0.2,88,three,7,879,896,2399,18,15,17,yes,yes,yes,1
553,yes,2.2,yes,0,yes,18,0.7,136,two,1,1287,1892,3300,12,10,20,yes,no,no,3
673,yes,2.2,yes,2,no,3,0.4,84,two,9,1109,1247,2719,19,2,9,yes,yes,yes,2
563,no,2,yes,3,no,47,0.3,115,seven,12,211,684,3012,14,4,15,yes,no,no,2
1590,no,1.5,yes,12,yes,14,0.5,187,four,15,1058,1109,2836,6,5,4,yes,no,no,3
1031,yes,2.1,yes,2,yes,11,0.1,121,two,9,532,1247,2385,11,7,16,yes,no,no,2
909,yes,0.5,yes,9,no,30,0.4,97,three,10,290,773,594,12,0,4,yes,yes,yes,0
1880,no,0.5,no,0,yes,7,0.6,104,four,1,890,1019,2968,9,0,3,yes,yes,no,3
1479,yes,1.8,yes,0,yes,24,0.1,146,six,0,327,645,3762,12,10,5,yes,no,no,3
1271,no,1.5,yes,0,no,2,0.9,161,one,1,1260,1788,892,15,13,20,no,yes,no,1
709,no,1.9,no,11,yes,13,0.1,81,,15,570,1422,467,17,11,5,yes,yes,yes,0
1744,no,2.8,no,0,yes,62,0.7,158,one,0,621,1558,345,10,6,14,yes,no,no,0
1314,yes,2.2,no,0,yes,40,0.8,116,seven,1,328,1858,3033,9,8,17,yes,yes,yes,3
1136,no,0.5,no,0,yes,,0.9,150,six,2,1307,1767,2110,9,5,16,yes,no,yes,2
1039,yes,2.7,no,11,no,56,0.3,125,,13,497,618,3105,14,8,5,no,yes,yes,2
1300,yes,0.5,no,5,no,62,0.1,156,six,7,219,1037,874,15,3,10,yes,yes,no,0
732,yes,2.3,yes,7,yes,39,0.6,188,seven,11,1163,1554,3681,19,3,15,yes,yes,yes,3
511,no,0.7,yes,1,yes,52,0.7,180,two,10,24,759,3865,8,3,7,yes,no,yes,2
1092,yes,0.5,yes,10,no,11,0.5,167,three,14,468,571,737,14,4,11,no,yes,no,0
921,yes,2.2,yes,12,yes,10,0.1,170,seven,18,1272,1469,3153,8,2,11,yes,yes,no,3
1030,yes,0.5,no,4,yes,37,0.7,147,one,8,503,551,2800,8,6,12,yes,no,yes,2
1130,no,1.8,yes,0,no,27,0.9,101,one,8,1495,1579,315,14,5,11,yes,yes,no,0
1299,no,2.8,yes,2,no,60,0.8,187,,6,1333,1838,1412,13,1,20,no,yes,yes,1
1009,yes,2.8,yes,7,yes,2,0.6,115,seven,15,267,1841,2286,19,8,13,yes,no,no,2
1735,no,1.8,yes,16,no,34,0.1,140,two,17,149,876,2392,17,15,19,yes,no,yes,2
1129,yes,2.8,yes,0,no,49,0.5,185,two,2,1070,1079,1857,8,4,5,yes,yes,yes,1
708,no,1.9,no,0,no,26,0.3,116,seven,1,206,620,1419,10,6,16,yes,yes,yes,0
894,no,0.7,no,2,yes,58,0.1,123,two,3,158,747,3305,12,7,2,yes,no,no,2
530,no,2.4,no,1,no,32,0.3,88,six,20,48,1012,959,17,7,6,no,yes,no,0
1481,yes,2,yes,0,no,35,0.5,105,three,0,249,522,2635,17,16,4,yes,no,yes,2
1068,no,2.7,yes,0,yes,45,0.6,194,five,1,935,1499,1754,17,7,9,yes,no,yes,1
1487,no,0.5,no,6,yes,57,0.7,84,three,12,140,768,2563,18,4,14,yes,no,no,2
1524,no,2.5,yes,11,yes,41,1,96,four,20,184,740,1936,7,0,9,yes,yes,yes,1
1093,no,1.9,yes,2,yes,22,0.3,196,,14,238,807,1869,8,5,4,yes,yes,yes,1
1816,yes,1.6,yes,0,no,50,0.1,186,five,2,800,1089,3637,11,7,16,no,no,yes,3
627,no,1.8,no,2,no,20,0.8,142,three,8,211,507,896,17,6,14,no,no,no,0
989,yes,0.7,no,13,yes,51,0.4,132,three,15,670,804,2349,10,1,20,yes,no,yes,1
1895,no,0.5,no,2,yes,5,0.7,134,one,11,725,1335,774,15,4,6,yes,yes,no,1
805,yes,1.7,yes,0,yes,58,0.9,168,three,10,81,1544,3397,7,6,2,yes,no,no,2
713,yes,1.6,no,7,yes,2,0.4,181,,9,1211,1378,485,10,6,4,yes,yes,yes,0
864,no,2.5,no,10,yes,24,0.7,148,four,15,1362,1378,3964,13,8,12,yes,yes,no,3
1177,no,0.9,no,1,no,11,1,181,four,7,945,1923,1887,8,5,11,yes,yes,yes,1
582,no,0.5,no,8,no,32,0.7,107,three,11,1043,1702,2977,6,1,20,no,yes,yes,2
1898,no,1.8,yes,3,yes,56,0.2,185,seven,4,444,739,2114,10,5,19,yes,yes,yes,2
1158,no,0.7,yes,1,yes,29,0.7,123,two,20,311,1796,1542,17,9,15,yes,no,yes,1
1451,yes,0.5,no,5,yes,57,0.6,181,,12,812,1456,3038,15,7,18,yes,no,yes,3
1820,yes,1.4,no,5,no,51,0.9,163,seven,10,202,1884,2481,11,9,11,no,no,no,2
984,no,0.5,yes,3,yes,9,0.8,140,three,20,531,707,841,18,15,16,yes,no,no,0
580,yes,2.1,yes,0,no,24,0.4,135,four,5,404,898,3565,12,11,8,yes,no,yes,2
1263,yes,2,no,0,no,5,0.4,146,six,3,954,1609,1958,9,6,4,yes,yes,yes,2
1237,no,0.5,no,2,no,27,0.1,87,,5,274,603,2454,14,0,8,yes,yes,yes,2
514,yes,1.6,no,7,yes,37,0.1,172,one,9,956,1723,3392,12,8,5,yes,yes,yes,3
1515,no,2.6,no,0,yes,56,0.9,184,three,1,1438,1593,262,14,4,20,yes,yes,no,0
721,no,0.5,yes,6,yes,6,0.4,194,four,9,1446,1988,530,8,4,8,yes,no,yes,0
603,yes,2.5,yes,3,no,35,0.7,126,three,16,692,1057,3703,13,1,9,no,no,yes,3
1426,yes,2.5,no,2,yes,55,0.4,109,one,7,777,1032,2562,5,1,3,yes,no,no,2
1820,yes,1.7,yes,0,yes,64,0.6,161,one,3,1157,1951,574,10,2,18,yes,yes,no,1
1215,no,1,no,4,no,16,0.1,130,four,8,454,1473,2632,7,1,15,no,no,yes,2
697,no,2.7,yes,5,yes,20,0.4,173,two,6,478,1477,259,12,6,4,yes,yes,yes,0
717,yes,0.5,yes,4,no,10,0.6,198,one,5,217,1106,688,10,7,15,no,yes,no,0
1348,yes,2,yes,5,no,36,0.3,145,six,6,468,741,2554,19,1,12,no,yes,no,2
1164,yes,2.6,yes,0,no,61,0.3,88,one,6,1107,1656,3859,11,10,17,no,yes,no,3
578,yes,0.5,no,9,yes,62,0.3,170,five,13,626,1134,2977,15,12,5,yes,yes,yes,2
1971,yes,0.5,yes,0,no,40,0.3,186,seven,19,485,922,571,8,7,17,yes,yes,no,0
1794,yes,0.5,yes,5,yes,55,0.5,86,seven,7,43,627,402,14,7,14,yes,no,yes,0
1558,yes,2.5,no,2,yes,32,0.1,114,five,3,322,1385,878,16,5,17,yes,yes,yes,0
1597,yes,0.9,no,4,yes,4,0.5,85,one,19,880,1145,2130,8,3,15,yes,yes,no,2
1240,no,1.6,no,0,no,39,0.1,146,two,9,1511,1756,3260,13,1,17,no,no,yes,3
1994,yes,0.8,yes,2,yes,7,0.6,88,,4,667,711,454,11,8,6,yes,yes,no,0
1221,no,2.3,no,7,yes,35,0.4,152,seven,19,765,1899,2638,19,16,14,yes,yes,yes,2
989,yes,1.6,yes,11,yes,24,0.6,156,,17,614,679,2819,16,13,5,yes,no,yes,2
1180,yes,1.2,no,5,yes,50,1,144,four,20,925,1252,1464,7,3,20,yes,yes,yes,1
718,no,2.8,no,10,no,59,0.8,113,six,13,1185,1387,1824,11,9,3,yes,yes,no,1
1670,yes,1.6,yes,0,no,47,0.8,139,,15,1706,1886,876,16,0,5,yes,yes,no,1
534,yes,2.5,no,1,yes,21,0.3,164,seven,9,347,1477,2706,7,5,18,yes,yes,no,2
1566,yes,0.5,yes,0,no,20,0.5,126,two,0,1603,1930,659,14,9,13,yes,yes,yes,1
1935,no,0.5,no,0,yes,29,0.6,124,five,9,806,860,455,9,2,6,yes,no,yes,0
504,yes,2.8,yes,2,no,54,0.4,163,two,10,1207,1539,2378,17,11,2,yes,no,no,2
913,no,1.7,yes,1,yes,41,0.3,103,one,14,431,1144,2278,15,3,18,yes,yes,no,1
1317,no,1.8,yes,2,no,43,0.5,113,five,3,179,613,3436,16,13,5,no,yes,yes,3
917,yes,0.5,no,1,yes,31,0.5,88,six,2,423,909,3424,19,2,13,yes,yes,no,3
712,no,2.5,yes,1,no,49,0.6,99,six,3,1131,1743,401,5,0,10,yes,no,yes,0
1083,no,1,no,6,no,52,0.9,126,two,20,925,1469,681,19,18,19,yes,yes,yes,0
1039,no,0.6,no,5,yes,6,0.1,136,six,8,62,544,3212,15,7,7,yes,no,yes,2
1747,no,0.5,no,4,no,13,0.7,185,six,12,800,873,3105,7,1,10,yes,no,no,3
1449,yes,0.5,yes,0,no,52,,105,six,0,211,947,2036,5,1,10,no,yes,no,1
1872,yes,0.5,yes,14,no,49,0.2,139,seven,18,81,1389,3153,16,15,5,yes,yes,no,3
1796,no,1.6,yes,5,no,7,0.1,101,four,6,667,798,1642,9,4,3,no,yes,yes,1
1097,no,1.4,no,0,no,60,0.8,181,one,17,405,519,509,15,12,12,yes,no,no,0
1562,no,0.5,yes,1,yes,20,0.8,172,,10,678,1676,3465,16,11,6,yes,yes,no,3
1433,yes,2.3,no,8,yes,27,0.9,153,seven,12,1619,1651,3900,18,16,2,yes,no,yes,3
740,no,1.8,no,1,no,12,0.2,123,one,11,935,1147,1105,7,6,19,no,yes,yes,0
676,no,2.2,no,1,yes,39,0.2,84,one,5,864,1011,2064,13,7,6,yes,no,no,1
503,yes,1.8,yes,1,yes,13,0.7,131,one,4,1495,1688,3117,19,6,9,yes,no,yes,3
1020,no,1.5,no,13,yes,7,0.7,96,three,18,870,1613,1142,13,9,8,yes,no,yes,1
896,no,1,yes,3,yes,4,0.3,111,one,4,1379,1469,1060,12,10,4,yes,yes,yes,1
1824,yes,0.8,no,4,yes,19,0.9,143,two,5,1055,1738,2381,14,1,5,yes,no,no,2
1512,no,0.6,yes,1,yes,54,0.4,134,three,2,220,1838,3366,7,3,11,yes,no,yes,3
1053,no,2.9,no,7,no,42,0.9,126,six,17,419,1261,1339,17,0,14,no,no,yes,0
1944,yes,1.8,yes,0,yes,31,0.8,87,four,10,1111,1362,2560,7,3,8,yes,no,no,3
1174,no,0.7,yes,1,yes,25,0.8,91,two,8,1097,1461,285,19,7,3,yes,no,yes,0
627,yes,1.6,yes,3,yes,12,0.2,131,seven,17,447,819,2476,17,1,10,yes,no,no,1
1602,no,2.7,no,4,yes,46,0.6,118,one,5,273,1062,1862,16,9,2,yes,no,yes,1
1733,yes,1.5,yes,4,yes,6,0.9,170,one,15,590,997,3488,6,4,10,yes,yes,yes,3
586,no,1.4,yes,10,yes,8,0.5,142,,14,116,598,3178,9,7,10,yes,no,yes,2
1528,no,2.4,no,2,no,37,0.2,156,,3,306,564,733,15,0,14,yes,yes,no,0
875,no,0.7,no,2,no,23,0.1,110,seven,7,300,1316,756,14,5,6,no,no,no,0
1602,no,0.6,no,12,no,58,0.4,170,one,13,1259,1746,3622,17,2,17,no,yes,yes,3
1426,no,1.6,no,4,yes,12,0.7,174,five,16,1573,1694,1277,14,9,5,yes,no,no,1
1370,no,1.4,no,5,yes,6,0.2,158,six,8,1392,1783,3703,13,10,11,yes,yes,no,3
609,yes,0.5,no,4,yes,10,0.1,81,six,6,113,1524,1905,16,3,18,yes,yes,yes,1
840,no,1.2,yes,5,yes,15,0.3,178,six,8,526,1728,2636,12,2,6,yes,yes,no,2
991,no,2,no,2,yes,12,0.3,158,five,6,1209,1678,2014,11,9,10,yes,no,no,2
1724,yes,1.8,no,0,yes,9,0.8,100,two,1,655,828,3056,18,16,6,yes,no,no,3
584,yes,1.8,no,0,yes,19,0.3,168,three,0,1123,1622,465,12,8,4,yes,yes,no,0
860,yes,1.3,yes,1,yes,49,0.7,141,six,13,692,979,3869,16,14,20,yes,yes,yes,3
1541,yes,2.8,yes,10,yes,28,0.2,165,five,15,796,1052,1108,12,1,7,yes,no,yes,1
615,yes,0.5,yes,7,no,58,0.5,130,five,8,1021,1958,1906,14,5,5,yes,no,no,1
912,yes,2.8,yes,6,yes,46,0.4,84,four,11,995,1310,851,8,4,4,yes,yes,yes,0
1278,yes,1.2,no,10,yes,60,0.6,172,seven,14,1244,1504,3142,11,4,19,yes,no,yes,3
1365,no,0.6,no,0,yes,31,0.3,125,four,0,293,970,1300,14,7,13,yes,no,yes,0
1702,no,1,no,7,no,36,0.1,177,five,9,1240,1931,1430,8,6,10,no,no,no,2
589,yes,0.5,no,1,yes,59,0.7,146,,4,759,1858,362,16,10,6,yes,yes,yes,0
1347,no,1.5,yes,10,no,56,0.3,95,one,19,398,1528,2456,13,0,13,yes,yes,yes,2
1644,no,2.8,no,0,yes,44,1,137,,0,358,791,2360,7,4,19,yes,no,no,2
956,no,1.9,yes,1,no,42,0.1,133,seven,11,403,1614,3700,10,0,7,yes,yes,no,3
1089,no,1.4,yes,10,no,2,0.1,153,seven,20,211,1409,2620,7,5,13,yes,no,no,2
871,no,0.6,no,2,no,52,0.1,178,three,3,194,1437,437,14,7,17,yes,no,no,0
664,no,1.5,no,5,yes,6,0.9,164,two,19,1076,1472,3774,11,5,18,yes,no,no,3
1874,yes,0.6,no,1,no,19,0.8,192,two,9,1238,1418,1218,15,10,17,no,yes,no,1
1928,no,2.6,no,5,no,5,0.8,162,five,16,229,1004,696,14,12,15,yes,yes,yes,0
888,no,2.6,yes,2,yes,33,0.4,198,two,17,327,1683,3407,12,1,20,yes,no,no,3
1077,yes,1.7,yes,1,no,58,0.8,86,seven,13,135,1892,3902,9,3,3,yes,no,no,3
1023,yes,2.3,yes,5,yes,30,0.2,80,,7,5,1744,2086,10,0,19,yes,yes,yes,1
1426,yes,0.8,no,2,yes,42,0.6,84,three,10,715,1163,1356,15,9,16,yes,no,yes,1
831,no,1.7,yes,7,yes,26,0.7,177,five,11,511,621,1704,6,5,20,yes,yes,yes,0
1496,yes,1.3,yes,0,yes,6,0.5,85,three,9,549,1383,3571,16,1,11,yes,yes,yes,3
1433,yes,2.3,no,2,yes,5,0.1,129,five,11,420,784,2132,18,15,19,yes,no,yes,1
1095,yes,2.6,yes,0,yes,44,0.7,103,four,5,838,1066,3209,13,11,8,yes,yes,yes,3
643,yes,0.7,yes,3,yes,23,0.8,156,one,9,314,1400,2096,13,6,2,yes,no,no,1
1142,yes,1.1,no,0,yes,6,0.5,198,four,0,739,1766,1273,19,0,6,yes,no,no,1
730,yes,0.5,yes,3,yes,27,0.1,112,five,10,62,846,3623,9,4,15,yes,yes,no,2
1901,yes,0.5,no,5,yes,41,0.6,131,two,17,3,1662,368,5,1,12,yes,no,no,0
1510,no,0.6,yes,1,no,32,0.7,135,three,8,963,1520,854,8,2,10,yes,no,yes,1
1924,no,2.6,no,0,yes,59,0.9,136,six,0,1438,1923,3646,10,9,16,yes,no,yes,3
1825,no,1.1,yes,13,yes,17,0.1,157,four,18,1621,1773,3130,12,4,2,yes,no,yes,3
1275,yes,0.5,yes,3,yes,5,0.2,152,one,9,19,501,3784,13,4,4,yes,yes,no,3
987,yes,2.3,no,9,no,17,0.8,124,seven,17,887,1274,3885,11,0,14,yes,yes,no,3
1538,yes,2.3,no,6,yes,13,0.2,121,seven,7,567,986,1494,18,10,12,yes,yes,yes,1
1965,yes,0.5,no,4,yes,29,0.5,149,five,13,584,676,2973,11,1,20,yes,yes,yes,3
808,no,1.9,no,7,no,20,0.8,185,six,14,496,974,1471,13,4,11,no,yes,no,0
712,no,0.5,no,6,no,27,0.5,86,two,11,1245,1309,2001,11,10,12,yes,yes,yes,1
1507,yes,0.9,yes,0,yes,42,0.4,123,five,0,682,888,1486,15,3,19,yes,no,no,1
912,no,0.7,no,3,no,47,0.9,182,three,6,724,794,1321,7,2,6,no,yes,yes,0
769,yes,1.2,no,2,no,17,0.1,95,,4,1384,,1877,18,2,11,no,no,yes,1
948,no,2.3,no,14,no,22,0.1,173,five,20,257,1654,3499,11,7,19,yes,yes,yes,3
507,yes,1.9,yes,0,yes,39,0.7,142,one,0,17,1084,2124,6,0,12,yes,yes,no,1
1384,yes,2.8,yes,15,no,60,0.1,82,three,18,983,1210,1221,18,12,15,yes,no,yes,1
1766,yes,1.3,no,1,no,29,0.5,194,,20,439,1306,2316,19,2,6,no,no,yes,2
1407,no,1.8,yes,5,yes,16,0.2,170,four,6,925,1206,1068,6,0,8,yes,yes,no,1
614,no,2.9,yes,3,yes,24,0.2,94,four,7,409,603,1930,13,12,4,yes,no,yes,1
1972,no,2.9,no,9,no,14,0.4,196,seven,18,293,952,1316,8,1,8,yes,yes,no,1
1039,no,0.5,yes,8,no,47,0.2,130,,9,384,1878,1742,18,12,15,yes,no,no,1
511,yes,3,yes,5,yes,34,0.9,125,,13,149,1285,3265,14,7,14,yes,no,no,2
1811,yes,2.5,no,4,yes,5,0.6,98,four,16,447,568,2700,13,7,8,yes,yes,yes,2
1159,no,1.5,no,3,no,36,0.4,104,four,8,717,1206,2115,8,7,18,no,no,no,2
1848,no,1.3,yes,7,no,12,0.1,178,two,19,195,533,3915,9,7,8,no,no,yes,3
1988,yes,0.5,no,0,yes,16,0.1,94,,1,153,696,3144,16,2,14,yes,no,no,3
1469,no,0.5,no,3,yes,58,0.5,150,seven,8,1699,1850,1571,17,16,2,yes,no,no,2
1423,no,0.6,no,12,no,44,0.8,131,five,13,501,640,2253,10,8,9,no,no,no,1
1974,no,0.5,yes,9,no,10,0.8,145,six,12,530,1496,1433,6,1,17,no,no,no,1
835,no,0.8,yes,2,yes,42,0.8,128,five,18,396,1378,2583,15,2,13,yes,yes,yes,2
1429,no,0.6,no,8,no,42,0.9,151,five,9,670,1552,1817,6,1,16,yes,no,no,1
947,yes,0.5,no,1,yes,51,0.1,144,two,15,193,887,2915,17,1,6,yes,yes,yes,2
1446,yes,2.8,yes,0,yes,18,0.3,178,,1,351,1769,3340,8,0,16,yes,yes,yes,3
1332,no,1.3,yes,5,yes,7,0.8,168,seven,19,846,855,2790,19,11,10,yes,yes,no,2
1498,yes,1.2,yes,0,yes,14,0.1,191,four,1,111,1167,577,14,12,12,yes,yes,no,0
